timestamp,device_id,interface_id,bandwidth_util_pct,throughput_mbps,rtt_ms,rtt_jitter_ms,queue_occupancy_pct,packet_loss_pct,tcp_retrans_rate,interface_discards_sec,crc_errors_sec,cpu_util_pct,memory_util_pct,bgp_flap_count,target_t5,target_t15,target_t30,future_rtt_t15,future_loss_t15
2026-09-01 00:46:00,core-router-alpha,xe-0/0/1,30.98,3168.8,12.74,1.74,3.05,0.0,0.0,0.0,0.0,34.42,34.71,0,0,0,0,12.32,0.0
2026-09-01 00:47:00,core-router-alpha,xe-0/0/1,36.22,3213.4,14.5,2.13,2.6,0.0,0.03,0.0,0.0,41.06,34.08,0,0,0,0,16.33,0.0
2026-09-01 00:48:00,core-router-alpha,xe-0/0/1,33.65,3389.6,14.62,1.37,2.0,0.022,0.04,0.0,0.0,36.16,35.75,0,0,0,0,15.11,0.0
2026-09-01 00:49:00,core-router-alpha,xe-0/0/1,26.2,2447.6,14.05,1.95,2.0,0.0,0.12,0.0,0.0,33.78,35.39,0,0,0,0,14.35,0.0
2026-09-01 00:50:00,core-router-alpha,xe-0/0/1,33.43,3392.0,13.76,0.12,2.0,0.0,0.04,0.0,0.0,36.83,34.27,0,0,0,0,13.03,0.0
2026-09-01 00:51:00,core-router-alpha,xe-0/0/1,30.88,2932.5,13.66,2.9,2.0,0.0,0.03,0.0,0.0,38.29,33.65,0,0,0,0,13.57,0.0
2026-09-01 00:52:00,core-router-alpha,xe-0/0/1,29.79,2850.3,13.64,5.81,2.0,0.0,0.2,0.0,0.0,34.01,36.39,0,0,0,0,16.68,0.0
2026-09-01 00:53:00,core-router-alpha,xe-0/0/1,34.22,3381.4,14.96,2.03,3.29,0.0,0.12,0.0,0.0,38.69,35.16,0,0,0,0,13.36,0.0
2026-09-01 00:54:00,core-router-alpha,xe-0/0/1,35.62,3404.2,12.58,0.41,2.06,0.0,0.02,0.0,0.0,40.22,34.49,0,0,0,0,11.52,0.0
2026-09-01 00:55:00,core-router-alpha,xe-0/0/1,35.2,3448.7,12.55,0.83,2.0,0.0,0.07,0.0,0.0,35.76,34.23,0,0,0,0,14.95,0.0
2026-09-01 00:56:00,core-router-alpha,xe-0/0/1,28.93,2714.3,13.2,3.67,2.0,0.0,0.03,0.0,0.0,38.71,34.83,0,0,0,0,13.99,0.0
2026-09-01 00:57:00,core-router-alpha,xe-0/0/1,30.72,2796.8,15.06,0.22,2.0,0.0,0.31,0.0,0.0,38.37,35.74,0,0,0,0,14.43,0.0
2026-09-01 00:58:00,core-router-alpha,xe-0/0/1,32.89,3441.6,13.7,2.3,2.31,0.0,0.01,0.0,0.0,40.86,34.54,0,0,0,0,14.68,0.0
2026-09-01 00:59:00,core-router-alpha,xe-0/0/1,35.07,3313.0,15.28,3.24,2.0,0.001,0.09,0.0,0.0,37.23,32.95,0,0,0,0,14.18,0.0
2026-09-01 01:00:00,core-router-alpha,xe-0/0/1,29.91,2964.5,13.78,2.41,2.68,0.012,0.07,0.0,0.0,35.04,35.87,0,0,0,0,12.75,0.0
2026-09-01 01:01:00,core-router-alpha,xe-0/0/1,30.87,3200.0,12.32,0.38,2.0,0.0,0.08,0.0,0.0,39.26,35.24,0,0,0,0,14.93,0.0
2026-09-01 01:02:00,core-router-alpha,xe-0/0/1,27.58,2665.7,16.33,1.16,2.0,0.0,0.04,0.0,0.0,36.33,35.74,0,0,0,0,14.92,0.0
2026-09-01 01:03:00,core-router-alpha,xe-0/0/1,27.2,2595.9,15.11,3.0,2.0,0.0,0.04,0.0,0.0,34.32,33.21,0,0,0,0,15.16,0.0
2026-09-01 01:04:00,core-router-alpha,xe-0/0/1,34.16,3449.8,14.35,0.66,2.0,0.0,0.04,0.0,0.0,40.54,35.58,0,0,0,0,13.67,0.0
2026-09-01 01:05:00,core-router-alpha,xe-0/0/1,35.99,3767.1,13.03,2.29,2.59,0.0,0.0,0.0,0.0,37.73,33.52,0,0,0,0,15.47,0.0
2026-09-01 01:06:00,core-router-alpha,xe-0/0/1,30.93,2917.3,13.57,0.66,2.0,0.0,0.02,0.0,0.0,35.85,36.6,0,0,0,0,14.07,0.0
2026-09-01 01:07:00,core-router-alpha,xe-0/0/1,34.62,3439.9,16.68,2.65,2.0,0.0,0.04,0.0,0.0,38.93,35.12,0,0,0,0,13.59,0.0
2026-09-01 01:08:00,core-router-alpha,xe-0/0/1,32.31,2971.2,13.36,1.97,2.0,0.0,0.0,0.0,0.0,36.27,34.84,0,0,0,0,13.22,0.005
2026-09-01 01:09:00,core-router-alpha,xe-0/0/1,28.72,2813.0,11.52,2.23,2.0,0.0,0.15,0.0,0.0,36.5,36.34,0,0,0,0,14.06,0.0
2026-09-01 01:10:00,core-router-alpha,xe-0/0/1,32.18,3222.7,14.95,0.96,4.54,0.0,0.05,0.0,0.0,35.02,37.17,0,0,0,0,16.37,0.0
2026-09-01 01:11:00,core-router-alpha,xe-0/0/1,36.23,3494.6,13.99,0.67,2.0,0.0,0.0,0.0,0.0,40.73,35.97,0,0,0,0,14.76,0.0
2026-09-01 01:12:00,core-router-alpha,xe-0/0/1,30.65,2996.8,14.43,0.95,2.0,0.0,0.0,0.0,0.0,37.98,36.5,0,0,0,0,14.78,0.0
2026-09-01 01:13:00,core-router-alpha,xe-0/0/1,36.19,3407.8,14.68,0.96,2.0,0.0,0.08,0.0,0.0,41.1,35.75,0,0,0,0,12.94,0.0
2026-09-01 01:14:00,core-router-alpha,xe-0/0/1,21.48,2159.5,14.18,1.29,2.0,0.0,0.03,0.0,0.0,35.88,34.62,0,0,0,0,15.54,0.0
2026-09-01 01:15:00,core-router-alpha,xe-0/0/1,33.46,3504.4,12.75,2.37,2.87,0.0,0.02,0.0,0.0,36.22,36.2,0,0,0,0,15.83,0.0
2026-09-01 01:16:00,core-router-alpha,xe-0/0/1,30.82,2917.8,14.93,0.43,2.0,0.0,0.09,0.0,0.0,33.89,35.48,0,0,0,0,12.12,0.0
2026-09-01 01:17:00,core-router-alpha,xe-0/0/1,29.41,2847.4,14.92,3.77,2.02,0.0,0.0,0.0,0.0,35.89,34.14,0,0,0,0,14.75,0.0
2026-09-01 01:18:00,core-router-alpha,xe-0/0/1,30.71,3146.6,15.16,0.93,2.0,0.0,0.04,0.0,0.0,34.23,33.92,0,0,0,0,15.32,0.0
2026-09-01 01:19:00,core-router-alpha,xe-0/0/1,23.37,2518.9,13.67,1.27,2.0,0.0,0.0,0.0,0.0,35.35,36.45,0,0,0,0,15.54,0.0
2026-09-01 01:20:00,core-router-alpha,xe-0/0/1,29.5,2725.5,15.47,2.42,2.0,0.0,0.01,0.0,0.0,35.37,39.03,0,0,0,0,14.88,0.0
2026-09-01 01:21:00,core-router-alpha,xe-0/0/1,31.45,3119.8,14.07,1.39,2.0,0.0,0.0,0.0,0.0,34.28,35.08,0,0,0,0,15.27,0.0
2026-09-01 01:22:00,core-router-alpha,xe-0/0/1,35.31,3573.6,13.59,2.47,2.14,0.0,0.01,0.0,0.0,40.74,35.29,0,0,0,0,12.96,0.0
2026-09-01 01:23:00,core-router-alpha,xe-0/0/1,28.26,2810.9,13.22,0.92,2.0,0.005,0.01,0.0,0.0,34.81,35.14,0,0,0,0,14.13,0.0
2026-09-01 01:24:00,core-router-alpha,xe-0/0/1,27.18,2346.9,14.06,0.95,2.0,0.0,0.02,0.0,0.0,35.21,35.27,0,0,0,0,15.58,0.0
2026-09-01 01:25:00,core-router-alpha,xe-0/0/1,28.2,2894.8,16.37,1.41,2.0,0.0,0.13,0.0,0.0,34.45,33.09,0,0,0,0,14.4,0.0
2026-09-01 01:26:00,core-router-alpha,xe-0/0/1,33.1,3537.4,14.76,1.07,2.0,0.0,0.08,0.0,0.0,36.31,34.35,0,0,0,0,13.65,0.0
2026-09-01 01:27:00,core-router-alpha,xe-0/0/1,30.98,3115.6,14.78,2.09,2.0,0.0,0.05,0.0,0.0,40.03,36.64,0,0,0,0,14.72,0.0
2026-09-01 01:28:00,core-router-alpha,xe-0/0/1,27.92,2636.9,12.94,3.21,2.0,0.0,0.01,0.0,0.0,37.23,35.59,0,0,0,0,13.29,0.0
2026-09-01 01:29:00,core-router-alpha,xe-0/0/1,31.51,3073.6,15.54,1.02,2.0,0.0,0.11,0.0,0.0,35.94,36.39,0,0,0,0,13.09,0.0
2026-09-01 01:30:00,core-router-alpha,xe-0/0/1,29.99,3264.4,15.83,3.14,2.89,0.0,0.01,0.0,0.0,39.62,36.13,0,0,0,0,13.82,0.0
2026-09-01 01:31:00,core-router-alpha,xe-0/0/1,32.98,3434.5,12.12,2.17,2.08,0.0,0.05,0.0,0.0,42.53,34.31,0,0,0,0,12.02,0.0
2026-09-01 01:32:00,core-router-alpha,xe-0/0/1,27.07,2803.4,14.75,3.53,2.59,0.0,0.03,0.0,0.0,33.06,34.99,0,0,0,0,12.53,0.0
2026-09-01 01:33:00,core-router-alpha,xe-0/0/1,28.32,2886.0,15.32,2.17,2.0,0.0,0.03,0.0,0.0,37.58,36.82,0,0,0,0,13.22,0.0
2026-09-01 01:34:00,core-router-alpha,xe-0/0/1,28.04,2704.9,15.54,2.53,2.0,0.0,0.01,0.0,0.0,37.26,36.17,0,0,0,0,13.91,0.0
2026-09-01 01:35:00,core-router-alpha,xe-0/0/1,24.23,2393.2,14.88,0.35,2.0,0.0,0.09,0.0,0.0,35.64,36.03,0,0,0,0,14.93,0.0
2026-09-01 01:36:00,core-router-alpha,xe-0/0/1,30.33,3021.7,15.27,3.31,5.51,0.0,0.07,0.0,0.0,33.67,36.61,0,0,0,0,13.37,0.0
2026-09-01 01:37:00,core-router-alpha,xe-0/0/1,30.15,3097.8,12.96,0.43,2.55,0.0,0.0,0.0,0.0,35.58,35.73,0,0,0,0,15.96,0.0
2026-09-01 01:38:00,core-router-alpha,xe-0/0/1,29.2,3146.4,14.13,1.57,2.0,0.0,0.02,0.0,0.0,36.48,32.62,0,0,0,0,12.62,0.0
2026-09-01 01:39:00,core-router-alpha,xe-0/0/1,28.3,2998.2,15.58,4.13,2.19,0.0,0.02,0.0,0.0,36.79,38.77,0,0,0,0,13.56,0.0
2026-09-01 01:40:00,core-router-alpha,xe-0/0/1,24.12,2198.6,14.4,2.58,2.0,0.0,0.08,0.0,0.0,29.8,34.49,0,0,0,0,13.37,0.0
2026-09-01 01:41:00,core-router-alpha,xe-0/0/1,27.54,2787.7,13.65,1.08,2.0,0.0,0.06,0.0,0.0,34.01,32.12,0,0,0,0,14.93,0.0
2026-09-01 01:42:00,core-router-alpha,xe-0/0/1,27.76,2886.3,14.72,1.59,2.0,0.0,0.04,0.0,0.0,34.65,36.8,0,0,0,0,12.98,0.0
2026-09-01 01:43:00,core-router-alpha,xe-0/0/1,26.09,2702.2,13.29,2.49,2.23,0.0,0.06,0.0,0.0,35.43,38.43,0,0,0,0,12.74,0.0
2026-09-01 01:44:00,core-router-alpha,xe-0/0/1,28.28,2733.8,13.09,3.15,2.0,0.0,0.03,0.0,0.0,35.84,37.36,0,0,0,0,16.6,0.0
2026-09-01 01:45:00,core-router-alpha,xe-0/0/1,30.21,3457.7,13.82,0.48,2.0,0.0,0.01,0.0,0.0,35.03,36.21,0,0,0,0,15.8,0.0
2026-09-01 01:46:00,core-router-alpha,xe-0/0/1,35.34,3342.4,12.02,2.76,2.0,0.0,0.09,0.0,0.0,41.01,35.43,0,0,0,0,15.73,0.0
2026-09-01 01:47:00,core-router-alpha,xe-0/0/1,29.29,2767.0,12.53,1.63,2.0,0.0,0.1,0.0,0.0,32.47,34.37,0,0,0,0,12.95,0.0
2026-09-01 01:48:00,core-router-alpha,xe-0/0/1,29.53,2988.2,13.22,0.51,2.0,0.0,0.03,0.0,0.0,34.8,35.33,0,0,0,0,15.64,0.001
2026-09-01 01:49:00,core-router-alpha,xe-0/0/1,28.32,3149.1,13.91,2.72,2.0,0.0,0.1,0.0,0.0,36.64,33.58,0,0,0,0,15.5,0.0
2026-09-01 01:50:00,core-router-alpha,xe-0/0/1,21.81,2055.4,14.93,0.96,2.91,0.0,0.01,0.0,0.0,31.7,34.89,0,0,0,0,14.37,0.0
2026-09-01 01:51:00,core-router-alpha,xe-0/0/1,28.38,2798.0,13.37,0.48,2.0,0.0,0.13,0.0,0.0,35.85,34.83,0,0,0,0,13.93,0.0
2026-09-01 01:52:00,core-router-alpha,xe-0/0/1,28.63,3024.6,15.96,1.91,2.0,0.0,0.01,0.0,0.0,33.1,33.57,0,0,0,0,13.43,0.0
2026-09-01 01:53:00,core-router-alpha,xe-0/0/1,36.99,3696.2,12.62,2.04,2.0,0.0,0.07,0.0,0.0,37.12,34.16,0,0,0,0,12.52,0.0
2026-09-01 01:54:00,core-router-alpha,xe-0/0/1,27.64,2714.0,13.56,1.61,2.63,0.0,0.09,0.0,0.0,36.34,35.57,0,0,0,0,13.74,0.0
2026-09-01 01:55:00,core-router-alpha,xe-0/0/1,29.32,3016.8,13.37,0.28,2.0,0.0,0.01,0.0,0.0,39.18,35.02,0,0,0,0,14.04,0.0
2026-09-01 01:56:00,core-router-alpha,xe-0/0/1,28.09,2850.1,14.93,3.82,2.75,0.0,0.02,0.0,0.0,33.91,34.97,0,0,0,0,14.42,0.0
2026-09-01 01:57:00,core-router-alpha,xe-0/0/1,24.07,2561.9,12.98,2.82,2.0,0.0,0.17,0.0,0.0,32.72,37.45,0,0,0,0,14.32,0.0
2026-09-01 01:58:00,core-router-alpha,xe-0/0/1,32.11,3405.0,12.74,2.53,2.02,0.0,0.04,0.0,0.0,38.97,36.7,0,0,0,0,14.37,0.0
2026-09-01 01:59:00,core-router-alpha,xe-0/0/1,30.7,3115.6,16.6,0.67,2.0,0.0,0.03,0.0,0.0,39.79,32.23,0,0,0,0,15.56,0.0
2026-09-01 02:00:00,core-router-alpha,xe-0/0/1,30.78,3122.1,15.8,1.2,3.28,0.0,0.05,0.0,0.0,38.59,35.54,0,0,0,0,12.69,0.0
2026-09-01 02:01:00,core-router-alpha,xe-0/0/1,24.78,2510.4,15.73,0.07,11.73,0.0,0.03,0.0,0.0,32.94,41.17,0,0,0,0,15.02,0.024
2026-09-01 02:02:00,core-router-alpha,xe-0/0/1,32.83,3356.0,12.95,1.37,2.42,0.0,0.05,0.0,0.0,36.32,35.55,0,0,0,0,13.89,0.0
2026-09-01 02:03:00,core-router-alpha,xe-0/0/1,22.96,2304.5,15.64,0.25,2.0,0.001,0.03,0.0,0.0,30.92,35.41,0,0,0,0,13.73,0.0
2026-09-01 02:04:00,core-router-alpha,xe-0/0/1,29.88,2987.4,15.5,0.97,2.0,0.0,0.05,0.0,0.0,37.26,36.53,0,0,0,0,14.86,0.0
2026-09-01 02:05:00,core-router-alpha,xe-0/0/1,35.44,3723.5,14.37,4.7,2.0,0.0,0.06,0.0,0.0,37.19,36.48,0,0,0,0,13.8,0.0
2026-09-01 02:06:00,core-router-alpha,xe-0/0/1,24.26,2653.4,13.93,4.98,2.0,0.0,0.14,0.0,0.0,34.61,36.15,0,0,0,0,14.24,0.0
2026-09-01 02:07:00,core-router-alpha,xe-0/0/1,25.7,2343.7,13.43,1.78,2.0,0.0,0.02,0.0,0.0,34.77,34.09,0,0,0,0,14.52,0.0
2026-09-01 02:08:00,core-router-alpha,xe-0/0/1,27.98,2799.7,12.52,1.24,2.0,0.0,0.01,0.0,0.0,33.81,37.2,0,0,0,0,12.48,0.0
2026-09-01 02:09:00,core-router-alpha,xe-0/0/1,25.83,2479.3,13.74,2.91,2.0,0.0,0.11,0.0,0.0,32.58,36.82,0,0,0,0,16.34,0.0
2026-09-01 02:10:00,core-router-alpha,xe-0/0/1,22.11,2164.8,14.04,1.5,2.0,0.0,0.18,0.0,0.0,33.81,34.74,0,0,0,0,15.4,0.0
2026-09-01 02:11:00,core-router-alpha,xe-0/0/1,27.74,2834.1,14.42,3.3,2.0,0.0,0.02,0.0,0.0,35.04,36.46,0,0,0,0,13.21,0.0
2026-09-01 02:12:00,core-router-alpha,xe-0/0/1,23.73,2473.8,14.32,2.16,2.0,0.0,0.0,0.0,0.0,36.82,37.22,0,0,0,0,14.93,0.0
2026-09-01 02:13:00,core-router-alpha,xe-0/0/1,29.07,2889.7,14.37,3.49,2.0,0.0,0.01,0.0,0.0,38.94,34.62,0,0,0,0,11.0,0.0
2026-09-01 02:14:00,core-router-alpha,xe-0/0/1,24.15,2127.6,15.56,3.46,2.0,0.0,0.04,0.0,0.0,33.3,34.74,0,0,0,0,15.16,0.0
2026-09-01 02:15:00,core-router-alpha,xe-0/0/1,32.75,3129.8,12.69,1.01,2.0,0.0,0.05,0.0,0.0,39.92,33.87,0,0,0,0,15.13,0.0
2026-09-01 02:16:00,core-router-alpha,xe-0/0/1,24.54,2588.0,15.02,1.43,2.0,0.024,0.02,0.0,0.0,36.11,35.77,0,0,0,0,15.48,0.0
2026-09-01 02:17:00,core-router-alpha,xe-0/0/1,26.11,2199.6,13.89,2.21,2.0,0.0,0.01,0.0,0.0,35.99,35.95,0,0,0,0,12.5,0.0
2026-09-01 02:18:00,core-router-alpha,xe-0/0/1,30.04,3182.0,13.73,3.9,3.55,0.0,0.03,0.0,0.0,34.41,37.4,0,0,0,0,13.52,0.0
2026-09-01 02:19:00,core-router-alpha,xe-0/0/1,22.84,2362.4,14.86,3.88,2.0,0.0,0.02,0.0,0.0,34.83,34.46,0,0,0,0,14.3,0.0
2026-09-01 02:20:00,core-router-alpha,xe-0/0/1,27.9,2987.8,13.8,1.81,2.0,0.0,0.03,0.0,0.0,36.88,35.46,0,0,0,0,13.46,0.0
2026-09-01 02:21:00,core-router-alpha,xe-0/0/1,31.64,3134.4,14.24,1.62,2.35,0.0,0.0,0.0,0.0,37.75,35.19,0,0,0,0,14.32,0.0
2026-09-01 02:22:00,core-router-alpha,xe-0/0/1,21.4,1830.8,14.52,2.59,2.0,0.0,0.06,0.0,0.0,33.02,35.21,0,0,0,0,15.18,0.0
2026-09-01 02:23:00,core-router-alpha,xe-0/0/1,27.63,2827.7,12.48,2.15,2.0,0.0,0.03,0.0,0.0,36.34,36.63,0,0,0,0,13.11,0.0
2026-09-01 02:24:00,core-router-alpha,xe-0/0/1,27.85,2976.7,16.34,2.41,2.0,0.0,0.11,0.0,0.0,35.34,34.57,0,0,0,0,14.04,0.0
2026-09-01 02:25:00,core-router-alpha,xe-0/0/1,29.64,3102.9,15.4,1.99,5.96,0.0,0.12,0.0,0.0,38.55,35.96,0,0,0,0,13.39,0.0
2026-09-01 02:26:00,core-router-alpha,xe-0/0/1,22.54,2154.3,13.21,0.99,2.0,0.0,0.01,0.0,0.0,33.36,35.08,0,0,0,0,12.53,0.0
2026-09-01 02:27:00,core-router-alpha,xe-0/0/1,22.21,2233.6,14.93,2.06,2.0,0.0,0.12,0.0,0.0,33.48,34.49,0,0,0,0,13.48,0.0
2026-09-01 02:28:00,core-router-alpha,xe-0/0/1,28.62,2781.6,11.0,1.78,2.0,0.0,0.02,0.0,0.0,35.19,35.6,0,0,0,0,13.26,0.0
2026-09-01 02:29:00,core-router-alpha,xe-0/0/1,27.79,2656.1,15.16,1.76,5.0,0.0,0.09,0.0,0.0,35.68,35.4,0,0,0,0,16.37,0.0
